Genome,SRA ID,PATRIC ID,Antibiotic,Actual MIC,Predicted MIC
KPN386,SRR5386225,573.14109,Amikacin,<=8,8.0
KPN386,SRR5386225,573.14109,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN388,SRR5386223,573.14111,Ceftazidime,>16,32.0
KPN390,SRR5386221,573.14113,Gentamicin,<=2,2.0
KPN390,SRR5386221,573.14113,Meropenem,<=1,1.0
KPN392,SRR5386220,573.14114,Cefazolin,>16,32.0
KPN392,SRR5386220,573.14114,Cefoxitin,>16,16.0
KPN393,SRR5386219,573.14115,Ceftriaxone,>32,64.0
KPN393,SRR5386219,573.14115,Ciprofloxacin,>2,4.0
KPN393,SRR5386219,573.14115,Levofloxacin,>4,8.0
KPN394,SRR5386218,573.14116,Ampicillin/Sulbactam,>16/8,32.0
KPN394,SRR5386218,573.14116,Gentamicin,>8,16.0
KPN395,SRR5386217,573.14117,Ampicillin,>16,32.0
KPN395,SRR5386217,573.14117,Cefuroxime sodium,>16,32.0
KPN395,SRR5386217,573.14117,Tobramycin,<=2,4.0
KPN397,SRR5386215,573.14119,Tetracycline,>8,16.0
KPN399,SRR5386213,573.14120,Aztreonam,>16,16.0
KPN400,SRR5386212,573.14121,Cefepime,>16,4.0
KPN400,SRR5386212,573.14121,Nitrofurantoin,>64,128.0
KPN401,SRR5386211,573.14122,Ceftazidime,>16,32.0
KPN401,SRR5386211,573.14122,Imipenem,<=1,1.0
KPN401,SRR5386211,573.14122,Piperacillin/Tazobactam,32/4,64.0
KPN401,SRR5386211,573.14122,Tobramycin,>8,16.0
KPN401,SRR5386211,573.14122,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN402,SRR5386210,573.14123,Piperacillin/Tazobactam,>64/4,128.0
KPN403,SRR5386209,573.14124,Amikacin,<=8,8.0
KPN403,SRR5386209,573.14124,Cefazolin,>16,32.0
KPN403,SRR5386209,573.14124,Tetracycline,4,8.0
KPN404,SRR5386208,573.14125,Ceftriaxone,>32,64.0
KPN404,SRR5386208,573.14125,Meropenem,<=1,2.0
KPN405,SRR5386207,573.14126,Ampicillin/Sulbactam,>16/8,32.0
KPN405,SRR5386207,573.14126,Ciprofloxacin,>2,4.0
KPN406,SRR5386206,573.14127,Ampicillin,>16,32.0
KPN406,SRR5386206,573.14127,Cefuroxime sodium,>16,32.0
KPN406,SRR5386206,573.14127,Levofloxacin,>4,8.0
KPN407,SRR5386205,573.14128,Cefoxitin,>16,32.0
KPN409,SRR5386203,573.14130,Aztreonam,>16,32.0
KPN412,SRR5386201,573.14132,Ceftazidime,>16,32.0
KPN412,SRR5386201,573.14132,Imipenem,<=1,1.0
KPN414,SRR5386199,573.14134,Cefazolin,>16,32.0
KPN414,SRR5386199,573.14134,Cefoxitin,8,16.0
KPN414,SRR5386199,573.14134,Nitrofurantoin,64,128.0
KPN414,SRR5386199,573.14134,Tetracycline,>8,16.0
KPN415,SRR5386198,573.14135,Cefepime,4,8.0
KPN415,SRR5386198,573.14135,Ceftriaxone,>32,32.0
KPN415,SRR5386198,573.14135,Nitrofurantoin,>64,64.0
KPN415,SRR5386198,573.14135,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN416,SRR5386197,573.14136,Ampicillin/Sulbactam,>16/8,32.0
KPN416,SRR5386197,573.14136,Cefepime,>16,16.0
KPN416,SRR5386197,573.14136,Piperacillin/Tazobactam,>64/4,128.0
KPN417,SRR5386196,573.14137,Ampicillin,>16,32.0
KPN417,SRR5386196,573.14137,Cefuroxime sodium,>16,32.0
KPN417,SRR5386196,573.14137,Ciprofloxacin,>2,4.0
KPN418,SRR5386195,573.14138,Imipenem,>8,8.0
KPN418,SRR5386195,573.14138,Levofloxacin,>4,8.0
KPN419,SRR5386194,573.14139,Gentamicin,4,4.0
KPN419,SRR5386194,573.14139,Tetracycline,<=2,4.0
KPN420,SRR5386193,573.14140,Amikacin,<=8,8.0
KPN420,SRR5386193,573.14140,Gentamicin,>8,8.0
KPN421,SRR5386192,573.14141,Meropenem,<=1,1.0
KPN421,SRR5386192,573.14141,Tobramycin,<=2,4.0
KPN422,SRR5386191,573.14142,Ceftazidime,>16,32.0
KPN423,SRR5386190,573.14143,Aztreonam,<=2,32.0
KPN423,SRR5386190,573.14143,Cefoxitin,>16,16.0
KPN424,SRR5386189,573.14144,Cefazolin,>16,32.0
KPN427,SRR5386186,573.14147,Ceftriaxone,>32,64.0
KPN427,SRR5386186,573.14147,Trimethoprim/Sulfamethoxazole,>2/38,2.0
KPN428,SRR5386185,573.14148,Amikacin,>32,32.0
KPN428,SRR5386185,573.14148,Ampicillin/Sulbactam,>16/8,32.0
KPN428,SRR5386185,573.14148,Ampicillin,>16,32.0
KPN428,SRR5386185,573.14148,Ciprofloxacin,>2,4.0
KPN428,SRR5386185,573.14148,Nitrofurantoin,>64,128.0
KPN430,SRR5386183,573.14149,Cefuroxime sodium,>16,32.0
KPN430,SRR5386183,573.14149,Levofloxacin,>4,8.0
KPN430,SRR5386183,573.14149,Piperacillin/Tazobactam,64/4,64.0
KPN430,SRR5386183,573.14149,Tobramycin,>8,16.0
KPN431,SRR5386182,573.14150,Ceftriaxone,<=2,8.0
KPN431,SRR5386182,573.14150,Gentamicin,<=2,1.0
KPN431,SRR5386182,573.14150,Imipenem,<=1,1.0
KPN432,SRR5386181,573.14151,Cefoxitin,<=4,8.0
KPN434,SRR5386180,573.14152,Piperacillin/Tazobactam,>64/4,64.0
KPN435,SRR5386179,573.14153,Aztreonam,>16,32.0
KPN435,SRR5386179,573.14153,Meropenem,8,8.0
KPN436,SRR5386178,573.14154,Amikacin,<=8,8.0
KPN436,SRR5386178,573.14154,Ceftazidime,>16,32.0
KPN437,SRR5386177,573.14155,Cefepime,<=1,16.0
KPN438,SRR5386176,573.14156,Cefazolin,>16,32.0
KPN438,SRR5386176,573.14156,Meropenem,<=1,1.0
KPN438,SRR5386176,573.14156,Tetracycline,>8,16.0
KPN442,SRR5386172,573.14159,Ampicillin,>16,32.0
KPN442,SRR5386172,573.14159,Ceftriaxone,>32,64.0
KPN443,SRR5386171,573.14160,Ampicillin/Sulbactam,>16/8,32.0
KPN443,SRR5386171,573.14160,Cefoxitin,>16,16.0
KPN443,SRR5386171,573.14160,Cefuroxime sodium,>16,32.0
KPN443,SRR5386171,573.14160,Ciprofloxacin,>2,4.0
KPN443,SRR5386171,573.14160,Tobramycin,8,16.0
KPN443,SRR5386171,573.14160,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN444,SRR5386170,573.14161,Levofloxacin,>4,8.0
KPN447,SRR5386167,573.14163,Tetracycline,4,8.0
KPN447,SRR5386167,573.14163,Tobramycin,<=2,4.0
KPN448,SRR5386166,573.14164,Gentamicin,>8,16.0
KPN448,SRR5386166,573.14164,Imipenem,<=1,1.0
KPN449,SRR5386165,573.14165,Ceftazidime,>16,32.0
KPN449,SRR5386165,573.14165,Piperacillin/Tazobactam,>64/4,128.0
KPN451,SRR5386163,573.14167,Amikacin,<=8,8.0
KPN451,SRR5386163,573.14167,Cefazolin,>16,32.0
KPN455,SRR5386161,573.14168,Meropenem,>8,16.0
KPN457,SRR5386160,573.14169,Ampicillin,>16,32.0
KPN457,SRR5386160,573.14169,Aztreonam,16,32.0
KPN457,SRR5386160,573.14169,Ceftriaxone,>32,64.0
KPN458,SRR5385538,573.14170,Ampicillin/Sulbactam,>16/8,16.0
KPN458,SRR5385538,573.14170,Cefuroxime sodium,>16,32.0
KPN460,SRR5385537,573.14171,Levofloxacin,<=1,1.0
KPN461,SRR5385536,573.14172,Aztreonam,>16,32.0
KPN461,SRR5385536,573.14172,Ciprofloxacin,>2,4.0
KPN461,SRR5385536,573.14172,Meropenem,<=1,1.0
KPN461,SRR5385536,573.14172,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN463,SRR5385534,573.14174,Levofloxacin,>4,8.0
KPN464,SRR5385533,573.14175,Cefepime,>16,16.0
KPN465,SRR5385532,573.14176,Cefepime,<=1,8.0
KPN465,SRR5385532,573.14176,Cefoxitin,>16,16.0
KPN465,SRR5385532,573.14176,Piperacillin/Tazobactam,>64/4,64.0
KPN467,SRR5385530,573.14177,Cefazolin,>16,32.0
KPN467,SRR5385530,573.14177,Cefepime,16,16.0
KPN467,SRR5385530,573.14177,Ceftazidime,>16,32.0
KPN467,SRR5385530,573.14177,Imipenem,<=1,1.0
KPN469,SRR5385528,573.14179,Ampicillin,>16,32.0
KPN469,SRR5385528,573.14179,Nitrofurantoin,>64,128.0
KPN469,SRR5385528,573.14179,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN470,SRR5385527,573.14180,Ampicillin/Sulbactam,>16/8,32.0
KPN470,SRR5385527,573.14180,Ceftriaxone,>32,32.0
KPN470,SRR5385527,573.14180,Tetracycline,>8,16.0
KPN470,SRR5385527,573.14180,Tobramycin,>8,8.0
KPN471,SRR5385526,573.14181,Cefuroxime sodium,>16,32.0
KPN472,SRR5385525,573.14182,Ciprofloxacin,>2,4.0
KPN473,SRR5385524,573.14183,Amikacin,32,32.0
KPN473,SRR5385524,573.14183,Gentamicin,<=2,4.0
KPN475,SRR5385523,573.14184,Aztreonam,>16,32.0
KPN475,SRR5385523,573.14184,Imipenem,>8,8.0
KPN475,SRR5385523,573.14184,Levofloxacin,>4,8.0
KPN477,SRR5385522,573.14185,Tetracycline,4,4.0
KPN477,SRR5385522,573.14185,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN479,SRR5385521,573.14186,Amikacin,16,16.0
KPN479,SRR5385521,573.14186,Gentamicin,>8,16.0
KPN479,SRR5385521,573.14186,Imipenem,2,8.0
KPN479,SRR5385521,573.14186,Piperacillin/Tazobactam,>64/4,128.0
KPN480,SRR5385520,573.14187,Cefazolin,>16,32.0
KPN480,SRR5385520,573.14187,Ceftazidime,>16,32.0
KPN482,SRR5385518,573.14189,Amikacin,<=8,16.0
KPN482,SRR5385518,573.14189,Ampicillin,>16,64.0
KPN482,SRR5385518,573.14189,Meropenem,<=1,2.0
KPN483,SRR5385517,573.14190,Ampicillin/Sulbactam,>16/8,32.0
KPN483,SRR5385517,573.14190,Ceftriaxone,>32,64.0
KPN484,SRR5385516,573.14191,Aztreonam,<=2,16.0
KPN484,SRR5385516,573.14191,Cefuroxime sodium,>16,32.0
KPN485,SRR5385515,573.14192,Cefoxitin,>16,16.0
KPN485,SRR5385515,573.14192,Ciprofloxacin,>2,4.0
KPN486,SRR5385514,573.14193,Imipenem,<=1,1.0
KPN503,SRR5385513,573.14194,Levofloxacin,>4,8.0
KPN504,SRR5385512,573.14195,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN508,SRR5385510,573.14197,Cefazolin,>16,32.0
KPN510,SRR5385508,573.14199,Ampicillin,>16,32.0
KPN510,SRR5385508,573.14199,Ceftazidime,>16,32.0
KPN510,SRR5385508,573.14199,Tetracycline,>8,16.0
KPN510,SRR5385508,573.14199,Tobramycin,8,16.0
KPN511,SRR5385507,573.14200,Ampicillin/Sulbactam,>16/8,32.0
KPN511,SRR5385507,573.14200,Ceftriaxone,>32,64.0
KPN511,SRR5385507,573.14200,Gentamicin,>8,16.0
KPN511,SRR5385507,573.14200,Tobramycin,>8,16.0
KPN512,SRR5385506,573.14201,Amikacin,<=8,8.0
KPN512,SRR5385506,573.14201,Ceftazidime,1,8.0
KPN512,SRR5385506,573.14201,Meropenem,<=1,1.0
KPN512,SRR5385506,573.14201,Tobramycin,<=2,2.0
KPN513,SRR5385505,573.14202,Cefuroxime sodium,>16,32.0
KPN513,SRR5385505,573.14202,Piperacillin/Tazobactam,>64/4,32.0
KPN514,SRR5385504,573.14203,Cefepime,>16,16.0
KPN514,SRR5385504,573.14203,Cefoxitin,<=4,16.0
KPN514,SRR5385504,573.14203,Ciprofloxacin,>2,4.0
KPN520,SRR5385500,573.14206,Aztreonam,>16,32.0
KPN520,SRR5385500,573.14206,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN521,SRR5385499,573.14207,Cefazolin,>16,32.0
KPN521,SRR5385499,573.14207,Imipenem,<=1,1.0
KPN521,SRR5385499,573.14207,Levofloxacin,>4,8.0
KPN522,SRR5385498,573.14208,Gentamicin,<=2,2.0
KPN523,SRR5385497,573.14209,Ampicillin,>16,32.0
KPN524,SRR5385496,573.14210,Ampicillin/Sulbactam,>16/8,32.0
KPN524,SRR5385496,573.14210,Cefoxitin,16,16.0
KPN525,SRR5385495,573.14211,Ceftazidime,>16,16.0
KPN525,SRR5385495,573.14211,Ceftriaxone,>32,64.0
KPN526,SRR5385494,573.14212,Cefoxitin,>16,16.0
KPN526,SRR5385494,573.14212,Cefuroxime sodium,>16,32.0
KPN526,SRR5385494,573.14212,Nitrofurantoin,>64,128.0
KPN527,SRR5385493,573.14213,Ciprofloxacin,>2,4.0
KPN530,SRR5385490,573.14215,Amikacin,<=8,8.0
KPN530,SRR5385490,573.14215,Meropenem,<=1,1.0
KPN533,SRR5385488,573.14217,Cefazolin,>16,32.0
KPN533,SRR5385488,573.14217,Cefepime,<=1,16.0
KPN533,SRR5385488,573.14217,Levofloxacin,>4,8.0
KPN533,SRR5385488,573.14217,Meropenem,4,1.0
KPN533,SRR5385488,573.14217,Piperacillin/Tazobactam,>64/4,128.0
KPN533,SRR5385488,573.14217,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN534,SRR5385487,573.14218,Tetracycline,<=2,4.0
KPN535,SRR5385486,573.14219,Ampicillin,>16,32.0
KPN535,SRR5385486,573.14219,Aztreonam,>16,32.0
KPN535,SRR5385486,573.14219,Piperacillin/Tazobactam,16/4,32.0
KPN535,SRR5385486,573.14219,Tetracycline,>8,16.0
KPN536,SRR5385485,573.14220,Ampicillin/Sulbactam,>16/8,32.0
KPN538,SRR5385483,573.14221,Cefoxitin,8,16.0
KPN538,SRR5385483,573.14221,Ceftazidime,>16,32.0
KPN538,SRR5385483,573.14221,Ceftriaxone,>32,64.0
KPN538,SRR5385483,573.14221,Gentamicin,>8,16.0
KPN538,SRR5385483,573.14221,Imipenem,<=1,2.0
KPN538,SRR5385483,573.14221,Tobramycin,>8,16.0
KPN539,SRR5385482,573.14222,Cefuroxime sodium,>16,32.0
KPN539,SRR5385482,573.14222,Meropenem,>8,16.0
KPN540,SRR5385481,573.14223,Ciprofloxacin,>2,4.0
KPN540,SRR5385481,573.14223,Tetracycline,4,8.0
KPN546,SRR5385476,573.14227,Cefazolin,>16,32.0
KPN547,SRR5385475,573.14228,Imipenem,>8,8.0
KPN547,SRR5385475,573.14228,Levofloxacin,>4,8.0
KPN547,SRR5385475,573.14228,Piperacillin/Tazobactam,>64/4,128.0
KPN547,SRR5385475,573.14228,Trimethoprim/Sulfamethoxazole,>2/38,2.0
KPN550,SRR5385473,573.14229,Ampicillin,>16,32.0
KPN550,SRR5385473,573.14229,Aztreonam,>16,16.0
KPN550,SRR5385473,573.14229,Cefoxitin,>16,8.0
KPN552,SRR5385472,573.14230,Amikacin,32,16.0
KPN552,SRR5385472,573.14230,Ampicillin/Sulbactam,>16/8,32.0
KPN554,SRR5385470,573.14232,Ceftazidime,>16,32.0
KPN554,SRR5385470,573.14232,Ceftriaxone,>32,64.0
KPN554,SRR5385470,573.14232,Cefuroxime sodium,>16,32.0
KPN554,SRR5385470,573.14232,Gentamicin,<=2,2.0
KPN555,SRR5385469,573.14233,Amikacin,>32,16.0
KPN555,SRR5385469,573.14233,Meropenem,<=1,1.0
KPN557,SRR5385467,573.14234,Ciprofloxacin,>2,4.0
KPN557,SRR5385467,573.14234,Tobramycin,<=2,8.0
KPN558,SRR5385466,573.14235,Cefepime,>16,16.0
KPN558,SRR5385466,573.14235,Gentamicin,>8,2.0
KPN559,SRR5385465,573.14236,Amikacin,<=8,8.0
KPN559,SRR5385465,573.14236,Nitrofurantoin,>64,128.0
KPN560,SRR5385464,573.14237,Cefazolin,>16,32.0
KPN563,SRR5385462,573.14239,Ampicillin,>16,32.0
KPN563,SRR5385462,573.14239,Tobramycin,>8,16.0
KPN563,SRR5385462,573.14239,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN564,SRR5385461,573.14240,Piperacillin/Tazobactam,>64/4,128.0
KPN566,SRR5385460,573.14241,Ampicillin/Sulbactam,>16/8,32.0
KPN566,SRR5385460,573.14241,Aztreonam,>16,32.0
KPN566,SRR5385460,573.14241,Levofloxacin,>4,8.0
KPN567,SRR5385459,573.14242,Cefoxitin,>16,32.0
KPN567,SRR5385459,573.14242,Ceftazidime,>16,32.0
KPN567,SRR5385459,573.14242,Ceftriaxone,>32,64.0
KPN567,SRR5385459,573.14242,Cefuroxime sodium,>16,32.0
KPN568,SRR5385458,573.14243,Meropenem,>8,8.0
KPN568,SRR5385458,573.14243,Tetracycline,>8,4.0
KPN571,SRR5385456,573.14245,Ciprofloxacin,>2,4.0
KPN571,SRR5385456,573.14245,Imipenem,<=1,1.0
KPN572,SRR5385455,573.14246,Cefepime,>16,8.0
KPN572,SRR5385455,573.14246,Imipenem,8,8.0
KPN573,SRR5385454,573.14247,Cefazolin,>16,32.0
KPN574,SRR5385453,573.14248,Gentamicin,>8,16.0
KPN575,SRR5385452,573.14249,Ampicillin,>16,32.0
KPN576,SRR5385451,573.14250,Imipenem,>8,8.0
KPN576,SRR5385451,573.14250,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN577,SRR5385450,573.14251,Amikacin,16,32.0
KPN577,SRR5385450,573.14251,Ampicillin/Sulbactam,>16/8,32.0
KPN577,SRR5385450,573.14251,Aztreonam,>16,32.0
KPN577,SRR5385450,573.14251,Levofloxacin,>4,8.0
KPN577,SRR5385450,573.14251,Piperacillin/Tazobactam,>64/4,128.0
KPN578,SRR5385449,573.14252,Ceftazidime,>16,32.0
KPN578,SRR5385449,573.14252,Ceftriaxone,>32,64.0
KPN578,SRR5385449,573.14252,Cefuroxime sodium,>16,32.0
KPN578,SRR5385449,573.14252,Tobramycin,8,4.0
KPN579,SRR5385448,573.14253,Amikacin,<=8,8.0
KPN579,SRR5385448,573.14253,Aztreonam,16,32.0
KPN579,SRR5385448,573.14253,Tetracycline,4,8.0
KPN581,SRR5385446,573.14255,Cefoxitin,>16,32.0
KPN581,SRR5385446,573.14255,Ciprofloxacin,>2,4.0
KPN581,SRR5385446,573.14255,Gentamicin,4,4.0
KPN582,SRR5385445,573.14256,Nitrofurantoin,>64,128.0
KPN582,SRR5385445,573.14256,Tobramycin,>8,16.0
KPN583,SRR5385444,573.14257,Cefazolin,>16,32.0
KPN584,SRR5385443,573.14258,Meropenem,<=1,1.0
KPN585,SRR5385442,573.14259,Ampicillin,>16,32.0
KPN585,SRR5385442,573.14259,Tetracycline,>8,16.0
KPN587,SRR5385441,573.14260,Cefepime,>16,16.0
KPN588,SRR5385440,573.14261,Ampicillin/Sulbactam,>16/8,32.0
KPN588,SRR5385440,573.14261,Cefepime,4,8.0
KPN588,SRR5385440,573.14261,Levofloxacin,>4,8.0
KPN590,SRR5385438,573.14262,Aztreonam,>16,32.0
KPN590,SRR5385438,573.14262,Ceftazidime,>16,32.0
KPN590,SRR5385438,573.14262,Cefuroxime sodium,>16,32.0
KPN590,SRR5385438,573.14262,Meropenem,2,1.0
KPN590,SRR5385438,573.14262,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN591,SRR5385437,573.14263,Cefepime,16,16.0
KPN591,SRR5385437,573.14263,Ceftriaxone,>32,64.0
KPN591,SRR5385437,573.14263,Piperacillin/Tazobactam,>64/4,128.0
KPN593,SRR5385435,573.14265,Cefoxitin,<=4,8.0
KPN593,SRR5385435,573.14265,Ciprofloxacin,>2,2.0
KPN594,SRR5385434,573.14266,Tetracycline,8,4.0
KPN596,SRR5385433,573.14267,Imipenem,<=1,1.0
KPN597,SRR5385432,573.14268,Cefazolin,>16,32.0
KPN598,SRR5385431,573.14269,Ampicillin,>16,32.0
KPN598,SRR5385431,573.14269,Tobramycin,>8,16.0
KPN600,SRR5385429,573.14271,Ampicillin/Sulbactam,>16/8,32.0
KPN600,SRR5385429,573.14271,Gentamicin,<=2,2.0
KPN600,SRR5385429,573.14271,Levofloxacin,>4,8.0
KPN601,SRR5385428,573.14272,Amikacin,<=8,8.0
KPN601,SRR5385428,573.14272,Cefepime,<=1,4.0
KPN604,SRR5385426,573.14273,Cefoxitin,>16,16.0
KPN604,SRR5385426,573.14273,Cefuroxime sodium,>16,32.0
KPN604,SRR5385426,573.14273,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN605,SRR5385425,573.14274,Ceftazidime,>16,32.0
KPN605,SRR5385425,573.14274,Gentamicin,>8,16.0
KPN606,SRR5385424,573.14275,Aztreonam,>16,32.0
KPN606,SRR5385424,573.14275,Ceftriaxone,>32,64.0
KPN606,SRR5385424,573.14275,Ciprofloxacin,>2,4.0
KPN606,SRR5385424,573.14275,Meropenem,<=1,1.0
KPN606,SRR5385424,573.14275,Nitrofurantoin,>64,128.0
KPN606,SRR5385424,573.14275,Tobramycin,<=2,4.0
KPN611,SRR5385420,573.14278,Piperacillin/Tazobactam,>64/4,128.0
KPN611,SRR5385420,573.14278,Tetracycline,>8,8.0
KPN612,SRR5385419,573.14279,Ampicillin,>16,32.0
KPN612,SRR5385419,573.14279,Cefazolin,>16,32.0
KPN615,SRR5385416,573.14282,Ampicillin/Sulbactam,>16/8,32.0
KPN615,SRR5385416,573.14282,Imipenem,<=1,1.0
KPN615,SRR5385416,573.14282,Levofloxacin,>4,8.0
KPN616,SRR5385415,573.14283,Cefepime,>16,8.0
KPN616,SRR5385415,573.14283,Cefuroxime sodium,>16,32.0
KPN616,SRR5385415,573.14283,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN617,SRR5385414,573.14284,Meropenem,>8,16.0
KPN618,SRR5385413,573.14285,Ceftriaxone,>32,64.0
KPN619,SRR5385412,573.14286,Amikacin,<=8,8.0
KPN619,SRR5385412,573.14286,Cefoxitin,>16,16.0
KPN619,SRR5385412,573.14286,Ceftazidime,>16,32.0
KPN619,SRR5385412,573.14286,Ciprofloxacin,>2,4.0
KPN620,SRR5385411,573.14287,Nitrofurantoin,32,128.0
KPN620,SRR5385411,573.14287,Tetracycline,4,4.0
KPN621,SRR5385410,573.14288,Aztreonam,>16,32.0
KPN622,SRR5385409,573.14289,Ampicillin,>16,32.0
KPN622,SRR5385409,573.14289,Cefazolin,>16,32.0
KPN622,SRR5385409,573.14289,Piperacillin/Tazobactam,>64/4,64.0
KPN622,SRR5385409,573.14289,Tobramycin,>8,16.0
KPN623,SRR5385408,573.14290,Imipenem,>8,16.0
KPN626,SRR5385407,573.14291,Meropenem,<=1,8.0
KPN629,SRR5385405,573.14292,Ampicillin/Sulbactam,>16/8,32.0
KPN629,SRR5385405,573.14292,Levofloxacin,>4,8.0
KPN630,SRR5385404,573.14293,Amikacin,32,16.0
KPN630,SRR5385404,573.14293,Cefuroxime sodium,>16,32.0
KPN635,SRR5385401,573.14295,Ceftriaxone,>32,32.0
KPN635,SRR5385401,573.14295,Tetracycline,>8,16.0
KPN635,SRR5385401,573.14295,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN636,SRR5385400,573.14296,Ceftazidime,>16,32.0
KPN636,SRR5385400,573.14296,Ciprofloxacin,>2,4.0
KPN639,SRR5385399,573.14297,Gentamicin,<=2,4.0
KPN639,SRR5385399,573.14297,Imipenem,<=1,1.0
KPN641,SRR5387039,573.14298,Aztreonam,>16,32.0
KPN648,SRR5387038,573.14299,Ampicillin,>16,32.0
KPN648,SRR5387038,573.14299,Cefazolin,>16,32.0
KPN648,SRR5387038,573.14299,Nitrofurantoin,>64,128.0
KPN648,SRR5387038,573.14299,Trimethoprim/Sulfamethoxazole,2/38,1.0
KPN658,SRR5387036,573.14301,Amikacin,>32,16.0
KPN658,SRR5387036,573.14301,Gentamicin,>8,4.0
KPN660,SRR5387035,573.14302,Amikacin,<=8,8.0
KPN660,SRR5387035,573.14302,Ampicillin/Sulbactam,>16/8,16.0
KPN660,SRR5387035,573.14302,Piperacillin/Tazobactam,>64/4,16.0
KPN669,SRR5387033,573.14303,Cefoxitin,>16,16.0
KPN669,SRR5387033,573.14303,Cefuroxime sodium,>16,32.0
KPN670,SRR5387032,573.14304,Cefepime,>16,16.0
KPN675,SRR5387030,573.14306,Levofloxacin,>4,8.0
KPN676,SRR5387029,573.14307,Meropenem,<=1,8.0
KPN676,SRR5387029,573.14307,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN677,SRR5387028,573.14308,Ceftazidime,>16,32.0
KPN677,SRR5387028,573.14308,Ceftriaxone,>32,32.0
KPN677,SRR5387028,573.14308,Gentamicin,4,4.0
KPN677,SRR5387028,573.14308,Tobramycin,>8,16.0
KPN678,SRR5387027,573.14309,Ampicillin,>16,32.0
KPN678,SRR5387027,573.14309,Cefepime,<=1,4.0
KPN678,SRR5387027,573.14309,Piperacillin/Tazobactam,32/4,16.0
KPN678,SRR5387027,573.14309,Tobramycin,<=2,2.0
KPN679,SRR5387026,573.14310,Cefazolin,>16,32.0
KPN679,SRR5387026,573.14310,Ciprofloxacin,>2,8.0
KPN679,SRR5387026,573.14310,Tetracycline,>8,16.0
KPN681,SRR5387024,573.14312,Ampicillin/Sulbactam,>16/8,32.0
KPN681,SRR5387024,573.14312,Aztreonam,<=2,16.0
KPN681,SRR5387024,573.14312,Imipenem,<=1,1.0
KPN682,SRR5387023,573.14313,Aztreonam,>16,32.0
KPN683,SRR5387022,573.14314,Cefuroxime sodium,>16,32.0
KPN683,SRR5387022,573.14314,Meropenem,>8,8.0
KPN684,SRR5387021,573.14315,Imipenem,>8,8.0
KPN684,SRR5387021,573.14315,Piperacillin/Tazobactam,>64/4,128.0
KPN685,SRR5387020,573.14316,Cefoxitin,>16,16.0
KPN685,SRR5387020,573.14316,Gentamicin,<=2,2.0
KPN686,SRR5387019,573.14317,Levofloxacin,>4,8.0
KPN688,SRR5387017,573.14319,Tobramycin,8,8.0
KPN690,SRR5387015,573.14320,Amikacin,<=8,8.0
KPN690,SRR5387015,573.14320,Ampicillin,>16,32.0
KPN690,SRR5387015,573.14320,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN691,SRR5387014,573.14321,Ceftazidime,>16,32.0
KPN691,SRR5387014,573.14321,Ceftriaxone,>32,64.0
KPN691,SRR5387014,573.14321,Ciprofloxacin,>2,4.0
KPN691,SRR5387014,573.14321,Tetracycline,4,4.0
KPN692,SRR5387013,573.14322,Cefazolin,>16,32.0
KPN692,SRR5387013,573.14322,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN694,SRR5387011,573.14323,Ampicillin/Sulbactam,>16/8,32.0
KPN694,SRR5387011,573.14323,Cefepime,8,8.0
KPN695,SRR5387010,573.14324,Ceftazidime,16,16.0
KPN695,SRR5387010,573.14324,Gentamicin,>8,8.0
KPN695,SRR5387010,573.14324,Levofloxacin,<=1,1.0
KPN696,SRR5387009,573.14325,Aztreonam,>16,32.0
KPN696,SRR5387009,573.14325,Cefuroxime sodium,>16,32.0
KPN698,SRR5387007,573.14327,Cefepime,>16,8.0
KPN698,SRR5387007,573.14327,Meropenem,<=1,1.0
KPN700,SRR5387005,573.14328,Ampicillin/Sulbactam,16/8,16.0
KPN700,SRR5387005,573.14328,Tetracycline,>8,4.0
KPN700,SRR5387005,573.14328,Trimethoprim/Sulfamethoxazole,1/19,0.5
KPN701,SRR5387004,573.14329,Nitrofurantoin,>64,128.0
KPN701,SRR5387004,573.14329,Tetracycline,<=2,4.0
KPN701,SRR5387004,573.14329,Tobramycin,>8,16.0
KPN702,SRR5385772,573.14330,Ampicillin,>16,64.0
KPN702,SRR5385772,573.14330,Imipenem,4,4.0
KPN702,SRR5385772,573.14330,Levofloxacin,>4,8.0
